_2DMEILS:355.23,-394.24
_2DMEILS_D:354.37,-394.76
_2DMEILS_I:356.08,-393.73
MA:356.26,-395.95
8:358.32,-399.38
8_D:357.46,-399.9
8_I:359.17,-398.87
_10DMEILS:359.35,-401.1
_10DMEILS_D:358.49,-401.61
_10DMEILS_I:360.2,-400.58
12:360.38,-402.81
12_D:359.52,-403.33
12_I:361.23,-402.3
_14DMEILS:361.41,-404.53
_14DMEILS_D:360.55,-405.04
_14DMEILS_I:362.26,-404.01
_16:362.44,-406.24
_16_D:361.58,-406.76
_16_I:363.29,-405.73
_27:375.49,-429.9
_2DMEILS:355.23,-394.24
